Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
38.5,58.84,52.22,0,1,17,2,37,1
40.0,77.51,44.13,0,6,14,0,44,2
31.51,69.17,49.11,3,8,2,6,33,2
31.94,71.92,36.07,0,3,11,0,43,2
36.44,61.1,60.46,3,4,12,4,38,1
31.24,49.93,37.99,0,3,46,3,4,2
37.02,71.06,58.82,4,5,7,9,28,3
37.22,61.58,47.35,2,2,43,2,0,1
32.45,68.21,21.16,4,2,7,21,18,6
38.94,73.94,64.07,3,3,12,0,12,2
32.45,52.61,41.79,2,8,13,9,22,4
27.9,61.55,43.02,2,9,40,0,0,4
32.41,66.99,33.52,3,0,26,0,17,3
37.99,74.34,48.62,1,10,13,9,12,0
25.88,57.09,44.64,1,1,10,14,17,2
30.87,56.76,45.95,4,5,42,2,0,0
28.55,43.74,27.1,1,0,36,4,0,3
31.83,58.92,38.28,1,7,6,17,11,6
25.38,60.27,32.65,0,9,21,1,21,0
33.48,78.42,32.25,1,6,13,0,39,6
30.79,61.19,66.13,2,5,8,2,10,2
38.37,71.47,41.35,3,6,42,0,0,3
38.52,65.09,55.29,0,8,37,0,1,2
32.42,57.29,59.35,3,3,36,0,0,0
33.54,62.45,27.73,0,3,10,0,38,2
22.94,55.21,33.2,0,8,21,0,26,5
34.64,54.07,30.24,3,2,36,0,4,3
27.18,54.31,58.77,0,5,10,1,12,1
36.75,74.17,53.07,0,4,42,4,0,4
25.18,55.87,41.76,4,7,16,0,39,0
35.59,76.91,52.53,1,4,15,3,41,2
28.46,53.05,34.92,3,7,26,3,27,0
23.72,61.19,42.73,3,7,38,0,4,5
38.08,63.07,27.4,0,1,10,0,40,3
32.68,69.24,30.61,2,2,25,0,23,5
27.23,45.13,46.5,3,4,9,22,11,1
25.56,62.96,24.11,1,9,41,0,0,2
23.23,56.75,26.54,1,10,14,0,3,5
32.08,56.04,57.99,4,8,4,10,32,1
33.03,57.81,20.71,0,9,8,5,26,0
28.27,61.15,25.82,4,5,6,6,34,2
25.2,60.8,40.83,0,1,17,2,39,4
32.37,57.03,65.34,2,6,34,1,2,4
32.77,65.31,56.5,2,8,21,0,23,0
27.51,61.14,61.53,2,7,8,0,39,0
36.35,64.04,65.28,0,0,5,9,27,6
20.36,57.7,38.39,3,2,25,0,18,5
33.04,52.2,21.85,1,4,7,15,18,0
35.94,62.93,28.98,3,0,3,6,26,5
25.69,61.45,23.95,0,9,37,0,0,4
27.55,59.01,28.77,2,2,36,2,4,3
38.84,74.14,70.0,2,2,12,2,38,3
32.3,62.68,41.53,1,8,11,2,10,0
34.98,76.76,43.81,2,0,35,3,0,5
25.16,56.14,61.08,3,7,12,1,35,0
38.09,65.45,47.28,2,0,7,14,14,2
37.0,70.38,34.26,2,7,18,0,15,6
32.35,63.44,24.13,3,1,41,4,0,1
32.28,67.55,49.48,3,7,24,0,22,4
34.57,53.65,30.56,4,2,25,0,24,3
32.83,60.9,30.93,2,1,8,9,25,1
31.17,67.47,56.61,2,9,12,0,7,5
35.93,63.52,47.76,1,10,20,0,16,6
35.88,65.43,51.08,1,5,11,15,10,6
23.9,50.65,40.95,3,2,40,0,4,2
32.3,58.56,36.13,4,4,25,2,20,3
29.21,68.29,33.86,0,7,6,16,17,1
34.78,74.96,23.1,0,5,8,0,32,4
33.65,59.37,58.73,4,5,39,0,0,6
28.58,62.64,30.24,4,1,13,1,14,6
30.6,46.79,28.45,3,3,8,0,6,1
31.13,61.96,56.93,1,7,12,3,31,2
35.66,64.66,38.16,2,7,12,4,16,0
38.02,73.39,34.53,0,0,40,0,0,2
26.7,42.56,25.82,3,9,9,11,17,6
30.06,56.63,49.63,1,2,9,0,12,0
32.38,67.07,45.41,1,1,44,0,0,1
30.11,55.41,33.96,2,4,24,0,19,4
40.0,66.23,24.12,0,6,8,0,14,3
28.18,56.88,55.26,3,1,23,4,18,1
28.93,52.02,34.13,0,1,10,0,32,6
32.94,60.02,33.0,0,2,7,10,25,5
30.05,71.84,55.66,0,4,1,10,28,2
30.5,66.54,39.44,1,9,10,0,12,5
36.14,63.53,29.95,3,2,16,0,37,3
29.07,58.16,32.93,1,8,15,0,42,6
34.84,63.19,45.19,3,8,38,1,2,0
34.61,67.29,36.72,2,4,37,4,0,6
26.2,53.65,56.71,4,3,36,3,0,1
33.91,63.82,41.45,0,10,12,0,10,1
34.79,61.91,46.9,1,10,38,2,0,0
26.74,57.16,20.0,1,4,37,0,4,2
32.91,56.48,45.87,0,4,4,0,18,6
24.06,65.78,58.11,3,1,14,3,6,4
33.94,69.64,41.55,2,6,10,3,29,2
27.16,54.78,41.9,0,7,17,2,32,6
35.04,69.13,59.45,0,8,14,14,13,0
26.78,53.14,37.57,0,7,24,0,21,6
26.4,65.11,55.15,0,7,3,9,37,6
30.74,54.35,61.21,4,1,16,0,8,3
36.75,59.8,37.97,0,8,21,0,23,2
25.11,48.12,62.98,2,7,15,4,30,0
38.91,64.93,39.42,4,7,38,2,1,5
26.05,58.12,35.26,0,7,28,4,20,3
34.2,64.85,39.67,1,3,13,0,36,0
28.76,50.58,38.28,2,5,35,3,1,2
34.06,71.7,43.15,3,0,12,12,28,4
26.51,56.57,20.0,4,2,11,13,27,5
21.36,56.53,34.78,0,3,3,15,24,4
28.11,45.27,48.25,4,6,7,8,24,6
22.72,44.19,24.65,0,7,38,0,3,1
22.54,52.75,31.79,3,4,21,3,18,5
24.5,42.83,57.23,2,1,24,0,22,6
34.26,72.48,43.81,1,2,14,19,23,2
36.19,77.04,57.3,0,2,13,1,39,5
21.14,58.75,31.2,2,3,14,0,13,5
24.28,50.9,34.64,2,4,14,0,36,2
25.06,56.22,22.4,4,4,18,0,43,2
30.21,50.79,37.79,1,0,5,1,16,6
30.32,58.2,37.68,2,9,37,0,1,3
35.17,60.97,34.42,0,2,8,0,33,2
29.63,58.39,64.42,4,0,8,1,11,4
31.41,50.97,45.98,4,4,38,0,0,1
34.17,71.47,70.0,2,9,15,0,37,0
38.62,65.2,36.37,4,9,37,1,3,0
32.84,66.47,69.01,3,8,12,5,35,6
30.87,74.24,62.38,1,3,7,16,9,1
26.02,52.58,39.77,3,8,41,0,3,1
31.0,64.07,51.2,0,10,13,3,11,4
30.47,58.88,38.22,3,7,20,2,18,2
30.33,54.91,37.16,0,4,36,0,0,6
24.62,63.54,33.9,2,10,43,0,0,6
34.5,61.62,61.48,3,1,6,11,29,4
34.45,61.44,70.0,3,8,13,12,24,5
28.91,60.07,39.93,0,0,34,0,3,3
31.57,53.14,20.33,4,5,41,4,2,0
26.19,63.76,35.68,3,4,32,0,0,4
25.14,48.37,28.64,0,4,8,6,14,1
38.41,74.99,25.39,0,3,9,0,36,6
29.57,70.26,37.15,3,4,12,0,37,1
33.72,54.21,47.29,3,5,24,0,18,5
33.3,57.9,57.26,0,7,13,1,39,2
29.6,58.3,44.4,1,10,36,3,0,3
27.83,60.88,29.59,3,8,40,2,3,1
24.31,49.48,27.55,3,4,17,0,39,2
31.77,46.28,45.72,3,1,35,1,0,2
28.65,59.24,40.45,1,0,10,13,22,4
30.23,72.24,57.55,3,1,9,13,29,2
23.86,56.94,45.96,0,6,17,4,10,1
24.03,59.41,55.3,4,1,0,15,10,1
32.86,54.42,41.19,3,2,22,4,22,5
31.58,60.79,41.51,4,0,1,13,13,1
29.38,67.36,40.79,0,9,5,11,17,1
34.45,66.86,35.97,0,3,45,0,0,6
29.34,42.41,44.03,1,9,22,0,18,6
40.0,62.24,42.28,2,7,14,1,18,1
31.51,63.07,38.77,2,2,23,1,13,6
27.67,45.92,36.55,2,8,32,1,0,3
28.12,45.77,43.16,4,2,44,1,0,2
30.04,45.43,37.77,0,3,19,4,21,0
28.79,73.96,35.13,1,10,16,3,42,5
31.74,63.18,24.75,2,3,11,13,16,0
36.76,59.74,39.36,0,10,22,1,20,2
26.29,47.4,68.32,0,7,6,0,7,1
25.37,50.94,25.52,0,8,3,14,20,1
25.49,59.63,68.9,3,0,8,0,42,4
28.88,55.01,36.26,3,7,39,0,0,0
34.53,58.86,52.25,0,5,18,3,41,2
29.73,44.95,36.64,1,8,10,0,38,6
30.05,59.14,39.13,3,2,17,0,43,3
30.67,61.01,35.65,1,5,41,2,0,2
24.3,53.62,60.71,1,8,9,2,35,0
37.7,56.61,57.93,2,10,27,0,15,0
27.09,48.1,39.39,1,2,9,11,21,6
28.02,43.47,37.43,0,8,33,0,2,4
34.62,64.2,39.87,4,4,21,1,19,4
33.0,72.49,26.85,2,4,11,3,36,3
37.48,74.71,50.16,4,10,33,0,2,0
40.0,80.0,55.43,1,6,42,4,0,5
33.47,62.71,36.43,2,8,17,0,39,6
24.91,47.48,32.77,0,7,17,0,21,2
30.89,57.6,53.41,4,3,41,1,0,4
25.22,53.11,39.07,3,9,24,0,14,3
30.68,66.46,37.19,3,8,17,0,38,2
27.33,64.51,61.53,4,4,12,11,32,3
29.96,54.53,67.99,0,2,13,4,6,3
32.99,50.56,44.4,1,8,4,15,14,1
36.5,76.58,69.11,4,5,15,0,41,1
24.59,51.79,70.0,0,6,9,3,8,4
28.14,64.83,42.85,2,10,14,0,7,2
31.92,57.22,51.32,0,4,18,4,17,6
36.21,57.4,64.18,0,5,34,0,1,4
29.54,58.68,37.33,0,6,27,0,20,4
37.62,54.26,47.98,3,8,8,0,8,2
23.0,53.85,26.32,1,1,11,1,12,6
33.55,58.99,28.88,2,6,33,3,0,3
25.2,54.36,56.57,0,0,5,16,13,1
28.1,57.31,69.25,4,4,40,0,0,0
26.32,61.03,28.0,0,5,7,9,32,3
36.26,72.92,70.0,3,0,11,4,28,2
36.08,67.07,39.77,2,1,4,7,26,4
26.61,51.72,36.01,3,2,45,0,0,4
22.55,57.45,46.58,3,6,24,1,24,5
35.44,68.66,47.39,2,10,13,20,20,3
31.47,64.11,65.21,0,8,13,3,28,3
23.45,48.04,34.71,2,8,33,4,1,1
32.95,47.81,36.46,4,1,11,5,26,1
35.89,69.26,56.39,4,9,19,0,23,4
32.33,75.18,40.55,0,8,14,19,23,0
38.98,58.36,50.55,3,9,16,0,42,6
33.44,62.95,26.99,1,7,27,0,19,4
25.0,43.01,70.0,4,3,38,0,3,0
29.95,70.97,49.89,2,9,24,0,27,0
28.47,63.69,51.32,0,1,8,0,8,0
37.78,67.61,42.9,2,9,37,0,0,4
20.85,59.67,27.39,0,2,15,9,6,5
34.47,55.91,64.25,2,6,9,8,25,2
22.37,49.0,70.0,3,6,40,1,0,4
22.29,47.57,66.46,4,5,11,0,12,4
25.06,59.78,44.6,1,4,36,0,0,4
30.44,62.39,67.03,0,7,22,2,19,2
24.39,43.91,36.11,3,1,18,0,21,5
36.89,69.58,42.28,4,1,37,0,0,4
30.22,50.85,59.57,1,10,5,5,34,0
36.69,78.73,43.49,3,5,35,0,3,3
29.5,42.7,52.43,2,9,21,0,21,6
36.74,61.86,29.3,1,10,38,2,0,1
29.86,61.53,51.88,2,4,33,2,0,3
26.18,44.54,66.14,2,10,8,0,17,3
24.23,54.33,34.93,4,9,5,10,28,1
25.05,64.63,47.88,2,7,10,3,6,5
29.0,57.95,20.71,3,5,12,16,11,0
39.5,59.87,52.35,0,5,11,1,36,3
27.46,66.87,26.04,2,3,6,11,34,1
31.41,56.68,46.38,2,6,10,15,17,4
26.18,54.54,46.83,4,9,37,1,0,2
31.52,51.09,41.27,2,5,38,0,4,5
35.22,76.59,24.21,2,5,10,1,39,1
37.69,54.05,40.24,2,7,19,0,45,2
27.77,54.61,46.77,2,10,12,3,32,0
32.86,65.21,45.16,4,8,26,0,21,5
28.3,60.42,55.44,4,6,11,13,17,6
34.98,64.48,51.57,1,9,12,0,37,1
39.31,59.72,40.8,3,1,42,3,0,5
27.41,48.69,52.62,0,10,11,3,33,5
29.89,59.26,51.55,4,1,15,0,12,4
34.05,71.7,24.22,1,7,26,0,18,3
23.91,43.52,39.54,0,8,34,2,0,2
32.24,49.43,40.27,0,1,36,0,0,1
36.98,53.44,24.52,1,7,13,2,37,1
30.83,50.49,61.71,0,5,18,4,36,5
27.06,51.39,53.38,1,1,9,0,37,4
38.7,65.81,23.13,2,10,6,0,34,3
30.9,55.65,30.7,2,2,11,6,11,3
27.98,46.24,47.68,2,3,21,0,24,6
38.27,60.33,37.69,4,1,9,4,16,1
28.07,52.91,43.54,3,9,8,13,16,3
38.99,59.31,46.91,1,2,2,15,20,0
35.18,73.86,61.58,0,1,12,0,14,2
29.63,51.13,59.87,4,9,4,12,36,6
26.44,66.93,58.88,1,0,17,0,38,0
32.97,76.36,35.98,3,7,10,0,18,1
32.59,52.77,67.32,4,10,14,0,38,6
40.0,61.28,57.03,1,6,9,8,24,0
35.08,60.37,45.69,2,0,22,1,26,2
33.46,60.65,34.68,3,1,17,0,7,3
32.95,66.06,24.22,3,4,19,0,21,4
27.46,63.08,52.97,0,1,11,0,12,0
40.0,56.21,37.48,4,2,10,1,37,3
30.85,53.02,26.39,4,10,12,2,27,0
24.58,43.05,67.17,1,4,40,3,2,1
32.99,64.5,30.16,3,6,10,0,32,1
24.83,48.37,49.51,4,7,9,3,39,0
30.82,56.4,56.14,3,6,5,13,15,6
33.65,64.1,41.88,2,3,12,2,34,1
27.99,52.83,35.74,2,2,11,12,21,6
22.87,44.91,24.78,2,0,19,14,13,4
29.95,68.13,38.6,3,8,21,0,15,5
39.25,76.98,28.94,1,2,12,0,37,6
29.82,66.85,23.96,2,9,9,20,12,2
26.66,63.18,32.47,4,9,42,4,0,3
30.12,47.45,64.3,2,9,36,4,0,1
28.82,53.22,38.74,1,2,26,1,17,5
23.42,54.77,33.63,0,6,39,0,4,5
28.45,62.42,52.98,0,2,17,0,37,2
24.76,58.45,38.36,4,10,11,0,15,5
31.65,56.41,30.22,3,6,19,3,27,4
23.2,46.23,65.9,3,10,39,4,4,6
33.52,60.5,52.77,3,5,13,13,11,2
31.19,51.5,20.0,2,1,13,8,28,1
27.52,51.39,46.96,0,10,40,2,4,4
30.46,57.09,32.66,4,9,6,17,21,6
34.36,64.55,38.08,4,7,25,1,19,0
32.14,57.35,49.7,2,9,19,1,36,5
36.81,60.97,46.15,0,7,10,21,23,6
30.15,59.21,25.04,2,7,20,3,16,1
29.77,63.09,47.01,3,8,21,1,17,2
30.24,51.96,38.03,0,7,36,0,3,6
24.97,47.28,41.8,0,7,3,17,19,0
26.34,61.87,22.93,3,3,15,0,16,3
37.17,73.45,62.33,0,4,9,1,41,4
29.78,65.45,39.96,2,6,9,3,39,1
30.05,61.94,57.63,3,9,5,9,33,5
23.59,54.55,43.39,4,2,40,1,4,5
22.2,55.19,60.43,0,10,8,0,5,0
29.33,58.97,42.02,2,1,11,4,46,2
28.33,61.2,58.57,3,10,11,4,18,3
34.24,61.19,31.95,4,3,20,3,16,5
29.04,73.52,60.4,1,5,4,3,15,4
32.64,52.05,29.73,4,7,15,3,38,2
38.51,72.73,54.65,4,6,39,0,3,1
26.36,58.22,35.11,2,9,37,2,3,6
26.86,60.39,30.72,1,3,34,0,0,6
28.96,54.55,40.7,0,9,12,0,18,5
31.35,64.03,52.01,0,1,17,0,39,2
20.03,52.64,70.0,4,8,13,0,13,3
37.86,61.26,47.91,2,0,15,14,14,6
34.3,73.98,23.5,4,7,8,0,34,1
28.75,65.85,40.56,4,2,20,0,13,0
34.35,68.28,37.3,2,10,45,0,2,3
29.5,58.68,59.82,4,5,3,10,37,6
23.09,47.76,36.04,3,0,37,2,0,3
31.45,59.17,41.86,4,3,9,8,31,5
29.76,68.21,44.33,4,10,8,12,10,5
23.9,52.22,35.06,0,1,13,0,4,5
31.65,58.98,60.38,2,10,19,0,23,4
32.72,68.34,67.2,3,0,14,0,37,5
39.16,69.41,37.45,3,9,17,0,40,2
30.58,57.79,62.55,2,8,12,4,38,3
24.24,61.14,60.21,3,10,10,0,10,1
36.13,58.84,40.14,1,6,19,0,20,4
33.8,67.31,32.57,1,6,9,19,18,2
22.83,48.52,61.42,0,9,13,0,12,6
27.46,63.46,32.44,4,5,2,14,20,5
23.99,49.61,27.08,3,4,11,2,8,2
32.35,69.35,54.59,3,5,13,8,35,0
32.05,53.97,35.02,2,4,41,0,0,6
23.89,51.43,32.44,1,2,38,2,0,3
25.23,47.76,41.74,0,7,23,1,23,4
25.04,45.85,51.39,2,9,27,0,17,2
22.58,47.54,39.32,3,2,34,0,3,6
30.78,72.03,70.0,4,3,26,2,24,6
28.14,44.5,35.74,3,6,34,3,0,1
36.75,61.32,50.32,1,2,23,0,18,4
34.03,59.52,31.77,3,8,41,0,0,0
29.35,59.63,48.74,1,9,12,8,29,1
36.54,74.27,38.52,3,2,13,4,42,2
29.01,55.34,29.06,1,4,16,0,15,1
34.65,60.23,61.23,3,2,8,0,13,0
34.12,72.45,52.22,0,2,6,10,29,1
23.2,51.15,44.35,1,1,39,0,3,4
30.61,56.22,43.7,3,3,11,8,14,2
34.29,62.12,28.36,2,10,16,1,34,4
27.72,52.05,49.01,1,3,44,0,2,1
27.44,55.79,34.2,4,2,35,3,4,6
30.48,54.04,50.81,4,9,7,7,37,2
30.94,58.19,66.53,3,8,21,0,21,2
36.87,73.12,54.53,4,0,13,0,35,6
35.05,70.45,42.95,4,4,24,0,17,6
35.26,55.7,38.7,3,4,19,4,26,5
30.84,54.44,38.5,3,10,16,3,27,3
25.41,56.57,63.78,4,6,10,8,11,6
31.29,48.4,35.57,4,0,13,8,32,0
33.77,70.96,30.96,3,3,8,0,10,3
22.79,44.82,36.75,1,8,20,0,22,5
35.39,55.43,61.72,3,5,18,0,38,1
32.69,67.2,30.23,1,0,9,0,38,1
29.04,52.28,61.27,4,3,12,0,32,3
30.97,52.6,49.95,0,10,18,0,25,2
26.51,54.41,25.69,2,9,6,18,20,2
24.14,65.95,36.58,3,4,5,5,28,5
29.44,59.33,21.43,3,1,12,1,36,1
28.89,50.23,31.86,3,10,13,0,11,2
36.76,71.34,50.85,4,10,9,11,23,3
32.93,69.74,37.19,4,3,23,0,15,4
25.77,51.57,49.07,1,10,10,8,32,1
38.24,69.68,42.29,4,2,11,4,26,5
31.38,57.81,50.23,1,0,8,18,10,3
25.77,49.55,51.79,2,10,26,0,16,2
33.65,61.98,34.79,3,8,40,2,0,6
34.32,60.9,35.02,2,0,19,0,16,6
33.91,65.24,30.22,1,1,37,0,0,3
25.14,56.51,36.84,1,4,17,0,34,2
24.5,55.97,58.19,2,8,43,2,0,0
31.41,52.35,70.0,3,6,9,0,34,6
27.48,58.97,62.73,1,7,11,4,14,0
25.28,57.75,55.42,3,9,6,0,40,6
24.39,60.54,37.95,1,7,37,0,0,3
34.62,67.2,34.63,3,10,4,12,28,2
30.58,58.47,28.12,4,2,39,0,0,5
30.55,67.12,36.98,4,6,15,0,37,0
30.53,61.98,28.75,0,8,13,4,38,6
29.82,68.13,44.94,0,7,10,1,38,5
22.28,49.48,37.92,3,0,16,2,15,3
30.81,42.46,46.84,0,4,40,0,0,6
29.86,56.95,35.3,0,5,21,0,22,3
32.76,74.84,69.17,3,8,11,5,29,4
35.3,68.25,43.64,3,3,21,0,18,6
36.47,70.93,66.79,0,0,15,0,43,0
31.73,56.97,32.88,3,6,16,4,44,2
25.9,51.18,36.61,4,0,5,10,28,1
30.5,57.68,54.46,4,0,15,4,38,5
27.2,71.23,31.58,4,1,23,0,15,3
26.68,69.77,60.71,2,10,14,11,18,5
27.88,53.3,39.79,1,8,15,0,32,4
36.39,77.53,52.2,3,8,40,2,0,4
33.67,66.03,37.65,1,0,2,17,16,0
29.68,51.55,20.35,3,0,16,0,38,0
31.25,69.46,61.24,2,10,4,9,34,6
33.27,51.22,37.76,4,0,27,1,19,2
30.83,56.78,54.65,3,5,27,0,16,6
31.91,73.88,66.05,3,7,9,0,34,0
24.02,45.82,22.13,2,6,8,0,14,4
26.56,65.45,48.14,4,3,16,11,14,3
36.41,72.14,37.92,1,9,6,0,37,6
30.28,45.85,29.12,0,9,3,12,17,5
29.18,66.16,70.0,1,8,9,12,33,0
29.83,58.93,43.95,3,9,33,4,1,2
37.57,64.34,38.29,0,3,27,0,16,6
29.17,43.7,41.77,2,1,13,7,9,5
30.95,54.47,55.47,3,3,12,6,32,0
33.49,63.22,25.31,1,3,10,3,36,4
23.56,47.6,35.22,3,7,4,12,20,1
28.59,64.2,42.62,1,2,5,16,9,0
27.62,44.14,40.81,2,6,16,2,37,6
36.74,55.56,22.31,3,5,23,3,23,4
35.0,76.24,53.72,1,2,41,1,0,4
32.31,67.68,43.35,3,10,8,13,16,1
25.5,51.34,61.51,2,1,12,11,27,4
34.09,65.92,61.83,2,5,6,5,27,0
36.05,70.84,30.08,0,0,22,4,16,1
32.85,53.6,43.22,2,1,16,0,40,5
32.14,52.59,32.09,1,4,20,0,21,5
31.27,66.2,43.52,1,1,20,4,17,1
34.61,67.18,64.16,1,4,9,6,29,2
27.7,60.18,26.58,4,1,34,2,0,5
27.65,50.22,42.85,3,0,15,3,38,1
29.61,53.81,38.02,2,10,8,17,20,2
29.03,45.0,32.9,0,2,46,0,0,3
21.4,45.95,67.15,2,1,13,3,9,4
20.36,57.92,61.02,1,7,37,0,0,0
37.06,68.81,59.59,4,9,37,3,1,2
27.24,70.93,28.75,1,3,42,0,0,4
37.44,67.23,52.54,2,9,9,20,22,1
21.47,45.29,43.45,3,7,10,21,14,5
31.92,63.7,57.16,2,2,7,12,31,1
35.48,60.05,46.78,0,8,5,11,13,2
25.04,63.36,32.13,3,6,42,1,0,0
25.47,56.12,37.4,4,5,0,14,13,5
32.89,70.11,70.0,3,2,17,3,42,5
39.22,70.14,42.1,4,7,6,6,27,5
34.39,54.77,35.05,1,8,17,0,35,6
26.35,68.18,46.83,4,4,21,0,20,6
27.59,49.54,37.53,1,7,7,0,17,0
24.8,49.86,36.62,2,7,18,3,40,6
24.66,48.76,43.36,0,4,5,6,21,5
33.86,52.1,38.67,1,10,14,0,5,3
34.8,59.89,59.4,4,0,28,4,22,0
37.71,69.38,61.7,2,0,11,4,9,6
38.41,68.47,56.4,4,3,6,12,23,5
22.63,51.01,51.05,2,3,25,0,21,5
35.35,62.94,64.74,0,9,9,11,25,1
27.96,48.06,57.42,1,5,42,0,2,1
33.46,61.04,40.8,3,1,8,3,36,0
29.66,40.36,36.17,2,5,8,23,12,1
21.67,49.56,59.18,4,5,8,17,12,6
31.17,52.5,39.69,1,9,21,0,17,1
27.94,55.87,36.48,4,5,24,3,18,1
27.06,57.03,60.52,2,3,11,11,29,2
23.58,57.41,25.05,3,6,34,0,0,1
24.04,55.63,32.97,3,7,4,23,18,6
34.57,73.25,39.07,2,1,40,2,1,5
23.34,53.4,38.18,4,6,3,23,12,3
32.49,58.66,46.52,2,9,23,0,16,4
28.35,60.55,52.54,1,0,26,0,18,5
26.77,47.3,36.53,3,0,23,0,17,6
23.9,58.01,40.51,0,0,25,2,25,3
25.47,58.41,26.01,1,3,42,0,1,1
32.92,67.62,69.72,0,7,6,6,31,4
30.36,44.69,42.18,3,6,43,0,0,1
29.82,55.72,58.33,2,0,26,1,23,4
28.84,63.97,65.22,0,4,8,11,27,2
38.35,68.02,65.33,3,8,18,3,41,5
31.65,48.98,39.39,3,10,17,0,36,5
31.54,65.06,37.86,2,10,7,1,11,2
31.58,72.23,37.14,2,2,12,0,32,1
21.05,55.2,44.12,1,2,21,0,23,0
34.34,59.47,35.55,2,3,25,2,18,6
30.3,50.47,46.43,3,1,21,0,21,5
25.59,65.45,43.71,1,8,12,2,11,2
31.2,50.23,55.54,2,7,6,0,19,0
31.66,64.62,44.32,2,8,17,4,26,6
38.18,64.4,34.15,0,5,10,6,28,1
30.89,62.85,24.23,3,0,15,3,33,0
34.27,52.4,31.73,2,1,40,0,0,1
31.36,66.19,53.63,1,1,15,0,42,1
29.42,54.67,40.55,4,2,33,0,0,0
33.83,65.32,43.13,4,9,9,13,23,3
30.44,56.5,51.85,4,10,8,0,11,2
25.52,48.23,58.6,3,2,10,0,30,5
32.59,59.67,42.91,3,6,12,0,39,6
29.65,66.39,49.42,3,4,14,8,27,4
27.13,62.1,64.44,1,4,5,7,37,5
31.41,62.69,41.19,4,4,5,17,25,5
24.14,60.35,47.55,4,5,23,4,23,3
30.95,52.62,32.97,4,9,16,0,37,4
37.46,68.41,36.8,2,4,15,0,8,6
24.96,46.72,36.73,3,8,25,0,23,5
33.51,59.04,44.65,4,0,12,18,16,5
35.86,71.33,44.81,4,4,42,1,2,0
24.48,55.7,30.78,0,6,15,3,41,4
30.3,42.11,29.89,1,9,9,0,45,2
27.62,56.34,26.36,3,9,11,5,33,4
33.46,62.44,56.11,4,8,22,0,21,6
31.4,56.45,36.96,4,9,19,0,38,1
26.03,60.45,46.4,0,0,15,1,39,6
27.4,56.16,45.88,4,0,5,14,18,2
27.9,47.35,51.36,4,4,26,0,23,2
32.4,77.68,42.34,4,7,9,0,34,1
31.2,70.18,40.98,2,9,10,14,13,0
29.97,47.72,39.53,0,6,5,21,12,1
22.15,60.48,34.02,2,8,33,0,0,4
28.83,48.57,66.71,4,9,40,4,0,4
22.8,50.81,39.07,4,2,24,0,19,5
37.29,65.56,39.68,0,4,22,3,25,3
33.44,64.06,51.91,2,7,19,0,22,2
35.89,64.76,36.97,2,2,17,1,13,4
32.94,60.91,47.5,0,10,6,0,8,4
29.25,61.06,48.99,0,7,20,0,18,6
34.9,67.59,66.01,1,2,28,0,24,5
28.59,68.53,38.94,1,3,10,4,38,5
33.19,72.33,65.98,3,3,36,4,0,5
27.56,51.96,40.99,4,3,12,11,18,2
31.46,59.57,51.47,2,10,15,0,6,5
37.35,58.34,47.42,1,8,36,0,0,6
35.62,64.0,37.51,0,1,22,0,17,5
33.96,65.91,53.47,0,8,6,15,16,0
31.91,49.74,29.66,4,4,32,0,0,4
27.18,66.92,38.33,3,6,15,15,14,5
34.37,65.19,43.32,2,7,10,6,28,1
26.49,47.78,41.66,0,6,34,0,4,2
26.7,45.04,35.26,2,5,16,0,40,3
27.06,54.68,45.88,1,2,38,0,0,0
30.97,45.08,52.45,0,9,8,4,39,4
25.62,51.09,40.66,1,7,25,0,20,3
33.27,61.23,22.66,3,4,12,7,28,0
35.63,68.45,20.0,0,10,3,11,26,5
27.52,42.81,39.1,2,6,25,0,20,0
32.0,58.03,31.37,3,4,3,0,15,2
31.78,76.46,33.24,2,2,10,3,33,2
30.72,58.16,47.3,3,10,21,0,19,6
40.0,71.51,47.58,1,1,10,11,29,0
29.65,59.65,26.35,3,0,7,16,19,3
32.36,54.03,43.93,3,3,36,0,0,2
39.17,74.97,29.8,4,7,15,0,41,3
40.0,71.02,52.73,1,10,10,0,44,5
23.57,44.14,37.94,2,9,10,18,16,0
29.19,65.8,33.2,3,0,38,1,0,2
31.77,59.25,32.16,4,2,8,7,29,3
30.66,53.38,41.56,4,6,9,17,16,0
31.84,69.56,69.24,1,3,12,10,16,1
26.63,64.94,56.15,2,4,14,10,19,4
38.51,73.59,59.59,1,8,16,14,23,2
28.28,64.37,33.6,0,10,28,0,22,3
36.61,58.99,45.91,3,6,16,0,12,5
33.82,55.15,55.67,3,2,42,4,0,0
30.56,59.57,43.35,4,7,35,0,4,6
24.1,52.08,65.93,4,0,6,0,34,4
40.0,67.4,55.78,0,5,17,2,40,6
39.52,75.51,62.39,4,8,13,0,43,1
31.73,67.18,35.49,3,3,39,0,0,0
25.98,52.5,64.54,4,8,15,1,6,2
37.99,67.95,39.62,4,1,7,1,37,5
28.67,53.83,22.9,4,9,15,0,39,0
29.55,69.71,40.07,3,4,21,0,24,4
25.34,51.79,24.7,1,1,17,1,43,0
26.96,58.09,33.74,2,4,12,13,24,2
21.15,48.8,36.88,2,7,11,4,10,0
23.28,54.92,45.0,0,0,19,0,25,6
33.26,75.36,44.89,4,4,38,0,1,2
33.52,67.5,38.1,1,2,25,1,20,2
